DWZZJGDM,SJDWMC,DWXZMC,DWHYMC,GZZWLBMC,DWSZDDM
91440300MA5FL4KC07,深圳杰一信息科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,广东省深圳市南山区
91220214307981595U,吉林市畅享汽车租赁有限公司,其他（含社会组织、国际组织等）,租赁和商务服务业,办事人员和有关人员,吉林省吉林市丰满区
12370000495184322F,临沂大学,高等教育单位,教育,教学人员,山东省临沂市兰山区
91110108100001318L,中国航天工业科学技术咨询有限公司,国有企业,科学研究和技术服务业,工程技术人员,北京市西城区
9131000073668568XC,应用材料（中国）有限公司,外商投资企业,制造业,工程技术人员,上海市浦东新区
91441200190379452L,广东风华高新科技股份有限公司,其他企业（含民营企业等）,制造业,工程技术人员,广东省肇庆市端州区
91500000902855550Q,中国农业银行股份有限公司重庆市分行,国有企业,金融业,金融业务人员,重庆市江北区
91350721052336542M,福建恒顺工程咨询有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他人员,福建省南平市
91610113MA6UT7HC9J,西安金指针电子技术有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,工程技术人员,陕西省西安市新城区
91640000715075575A,中国联合网络通信有限公司宁夏回族自治区分公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,640106
736295868,长亮科技股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,440305
91370000745659029G,山东新北洋信息技术股份有限公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,山东省威海市环翠区
12310000425036148N,上海理工大学,高等教育单位,教育,教学人员,上海市杨浦区
913100007655543472,瑞声开泰声学科技（上海）有限公司,外商投资企业,制造业,工程技术人员,上海市普陀区
915100007422540773,四川北方硝化棉股份有限公司,国有企业,制造业,其他专业技术人员,510504
92510521MA64282N5T,泸县龙凤祥金店,其他（含社会组织、国际组织等）,批发和零售业,其他人员,四川省泸县
911101083217069797,北京乐学帮网络技术有限公司,其他企业（含民营企业等）,教育,其他人员,北京市海淀区
91330106MA2KCWAA7G,杭州华鲲云起信息技术有限公司,其他企业（含民营企业等）,科学研究和技术服务业,其他专业技术人员,浙江省杭州市西湖区
91540000MA6T4NT97H,西藏高驰科技信息产业集团有限责任公司,国有企业,信息传输、软件和信息技术服务业,其他人员,西藏拉萨市堆龙德庆区
91500000MA5UQ5UG0L,重庆京东方显示技术有限公司,国有企业,制造业,工程技术人员,重庆市北碚区
91510000735866286J,中国移动通信集团四川有限公司,国有企业,信息传输、软件和信息技术服务业,其他人员,四川省成都市市辖区
91530000216586610Q,中国铁建高新装备股份有限公司,国有企业,制造业,工程技术人员,云南省昆明市官渡区
91330501MA2B454870,蓝箭航天技术有限公司,其他企业（含民营企业等）,制造业,工程技术人员,浙江省湖州市吴兴区
121000007932667990,湖北航天飞行器研究所,科研设计单位,科学研究和技术服务业,工程技术人员,湖北省武汉市东西湖区
915101007854262892,成都三零嘉微电子有限公司,国有企业,信息传输、软件和信息技术服务业,科学研究人员,四川省成都市市辖区
MA6U41018,陕西路米勒未来光电科技有限公司,其他企业（含民营企业等）,电力、热力、燃气及水生产和供应业,其他人员,陕西省西安市市辖区
91110000717854695E,成都鼎桥通信技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,四川省成都市武侯区
91310117134133829T,上海神剑精密机械科技有限公司,国有企业,科学研究和技术服务业,工程技术人员,上海市松江区
425023566,西安电子科技大学,科研设计单位,科学研究和技术服务业,科学研究人员,上海市松江区
91440300279262971T,深圳市风林火山电脑技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,440305
121305244032297312,河北省柏乡县内步学区,中初教育单位,教育,其他人员,河北省柏乡县
91530102MA6KELY57Y,云南九机电子产品有限公司,其他企业（含民营企业等）,批发和零售业,其他人员,530102
610113000000525,西安恒达微波技术开发有限公司,其他企业（含民营企业等）,制造业,工程技术人员,陕西省西安市
520000000058600,中国振华集团永光电子有限公司(国营第八七三厂),其他企业（含民营企业等）,制造业,工程技术人员,贵州省贵阳市
91500000795870420R,重庆航天火箭电子技术有限公司,国有企业,制造业,工程技术人员,重庆市九龙坡区
623755629,中国电建集团西北勘测设计研究院有限公司,国有企业,电力、热力、燃气及水生产和供应业,工程技术人员,陕西省西安市雁塔区
91330000142916794U,浙江中烟工业有限责任公司,国有企业,制造业,生产和运输设备操作人员,浙江省杭州市上城区
523303025021247754,温州新东方培训学校,中初教育单位,教育,教学人员,浙江省温州市市辖区
91371700706378048E,中国移动通信集团山东有限公司菏泽分公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,山东省菏泽市牡丹区
91310114631510568T,上海一诺仪表有限公司,其他（含社会组织、国际组织等）,制造业,工程技术人员,上海市嘉定区
523301067368561788,杭州新东方进修学校,其他（含社会组织、国际组织等）,教育,教学人员,浙江省杭州市市辖区
911201107128817900,中汽研汽车检验中心（天津）有限公司,国有企业,科学研究和技术服务业,工程技术人员,天津市东丽区
91441300MA5241QK17,惠州视维新技术有限公司,,,,
699214490,河北省衡水市枣强县董子学校,中初教育单位,教育,教学人员,河北省枣强县
370833200031700,山东祥君信息工程有限公司,其他企业（含民营企业等）,建筑业,工程技术人员,山东省济宁市
91440300775555407F,深圳市智佳达科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,440306
91320100MA1P3QL96U,江苏金陵智造研究院有限公司,国有企业,制造业,工程技术人员,江苏省南京市秦淮区
911101087382159645,北京南天软件有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,110108
9144030078830456X1,深圳市杰普特光电股份有限公司,其他（含社会组织、国际组织等）,制造业,其他专业技术人员,广东省深圳市宝安区
914503007565130338,中国电信股份有限公司桂林分公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,广西桂林市秀峰区
91610104311107649G,西安奇果网络科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,陕西省西安市市辖区
915100002018616166,中国化学工程第七建设有限公司,国有企业,建筑业,工程技术人员,四川省成都市龙泉驿区
91310110MA1G9BLJ1F,蓝星光域（上海）航天科技有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,上海市杨浦区
791698846,西部电缆股份有限公司,其他企业（含民营企业等）,制造业,其他专业技术人员,陕西省西安市未央区
913205946993402277,飞利浦医疗（苏州）有限公司,外商投资企业,制造业,工程技术人员,江苏省苏州市吴中区
610131100122677,西安珍佰粮行有限公司,其他企业（含民营企业等）,居民服务、修理和其他服务业,工程技术人员,陕西省西安市
12100000485034451F,中国电子科技集团公司第四十三研究所,科研设计单位,科学研究和技术服务业,科学研究人员,340104
91610132MA6U82H45Y,陕西优托物联科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,陕西省西安市长安区
91320623749433609X,中天科技集团有限公司,其他企业（含民营企业等）,制造业,工程技术人员,江苏省如东县
91610113797482456J,西安华正环境工程有限公司,其他企业（含民营企业等）,建筑业,其他人员,陕西省西安市雁塔区
91310000717867461E,迅销(中国)商贸有限公司,外商投资企业,批发和零售业,商业和服务业人员,上海市徐汇区
91350000158142711F,兴业银行股份有限公司,国有企业,金融业,金融业务人员,福建省福州市台江区
12100000425010714W,中国船舶重工集团公司第七二六研究所,科研设计单位,科学研究和技术服务业,科学研究人员,上海市闵行区
91320200674440635K,无锡信捷电气股份有限公司,其他企业（含民营企业等）,制造业,工程技术人员,江苏省无锡市滨湖区
91610131MA6U00603B,西安飞芯电子科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,陕西省西安市莲湖区
